work_year;Experience_level_coded;employment_type_code;job_title_code;employee_residence;remote_ratio;company_location;company_size_numeric;salary_in_usd
2023;2;3;26;228;0;228;25;100000
2023;3;3;26;228;0;228;25;153600
2023;3;3;26;228;0;228;25;106800
2023;3;3;34;228;0;228;25;137500
2023;3;3;34;228;0;228;25;81500
2023;1;3;60;228;0;228;25;314100
2023;1;3;60;228;0;228;25;195800
2023;3;3;9;228;0;228;25;205000
2023;3;3;9;228;0;228;25;180000
2023;3;3;48;228;100;228;25;165000
2023;3;3;48;228;100;228;25;144000
2023;1;3;15;228;0;228;25;160000
2023;1;3;15;228;0;228;25;100000
2023;1;3;34;228;0;228;25;200000
2023;1;3;34;228;0;228;25;145000
2023;2;3;26;228;0;228;25;150000
2023;2;3;26;228;0;228;25;100000
2023;3;3;38;228;0;228;25;199000
2023;3;3;38;228;0;228;25;112000
2023;3;3;48;228;0;228;25;105000
2023;3;3;48;228;0;228;25;70000
2023;1;3;17;194;100;194;5;130000
2023;3;3;26;228;0;228;25;180180
2023;3;3;26;228;0;228;25;106020
2023;1;3;34;228;0;228;25;160000
2023;1;3;34;228;0;228;25;135000
2023;3;3;48;228;0;228;25;183000
2023;3;3;48;228;0;228;25;134000
2023;3;3;68;228;0;228;25;220000
2023;3;3;68;228;0;228;25;150000
2023;3;3;9;228;0;228;100;350000
2023;3;3;9;228;0;228;100;262500
2023;3;3;26;228;0;228;25;122000
2023;3;3;26;228;0;228;25;94000
2023;3;3;68;228;0;228;25;276000
2023;3;3;68;228;0;228;25;184000
2023;1;3;34;228;100;228;25;310000
2023;1;3;34;228;100;228;25;239000
2023;3;3;48;228;100;228;25;225000
2023;3;3;48;228;100;228;25;156400
2023;2;3;68;228;100;228;25;180000
2023;2;3;68;228;100;228;25;150000
2023;3;3;48;228;0;228;25;228000
2023;3;3;48;228;0;228;25;152000
2023;3;3;48;228;100;228;25;209450
2023;3;3;48;228;100;228;25;158677
2023;3;3;26;228;0;228;25;175000
2023;3;3;26;228;0;228;25;145000
2023;3;3;34;228;0;228;25;240000
2023;3;3;34;228;0;228;25;170000
2023;2;3;26;228;0;228;25;103200
2023;2;3;26;228;0;228;25;61200
2022;2;3;48;228;100;228;100;155000
2021;1;3;77;195;50;195;100;66970
2023;3;3;48;52;50;61;100;63312
2023;3;3;48;228;100;228;25;237000
2023;3;3;48;228;100;228;25;145000
2023;3;3;48;228;100;228;25;240000
2023;3;3;48;228;100;228;25;139000
2023;3;3;32;228;0;228;25;174500
2023;3;3;32;228;0;228;25;113000
2023;3;3;26;228;100;228;25;130000
2023;3;3;26;228;100;228;25;87000
2023;3;3;26;228;100;228;25;160000
2023;3;3;26;228;100;228;25;108000
2023;3;3;34;228;100;228;25;165000
2023;3;3;34;228;100;228;25;107250
2023;3;3;34;228;0;228;25;300000
2023;3;3;34;228;0;228;25;119000
2023;3;3;48;228;100;228;25;285800
2023;3;3;48;228;100;228;25;154600
2023;2;3;60;103;50;103;100;60795
2023;1;3;26;11;100;228;5;30000
2023;2;3;46;228;0;228;25;220000
2023;2;3;46;228;0;228;25;195000
2023;3;3;38;228;0;228;25;168400
2023;3;3;38;228;0;228;25;105200
2023;2;3;26;228;0;228;25;206000
2023;2;3;26;228;0;228;25;160000
2023;3;3;5;228;100;228;25;200000
2023;3;3;5;228;100;228;25;175000
2023;3;3;5;228;100;228;25;231250
2023;3;3;5;228;100;228;25;138750
2023;3;3;34;36;100;36;25;153000
2023;3;3;34;36;100;36;25;94000
2023;3;3;34;228;0;228;100;240500
2023;3;3;34;228;0;228;100;123700
2023;3;3;34;228;100;228;25;160000
2023;3;3;34;228;100;228;25;90000
2023;1;3;48;228;0;228;25;124234
2023;1;3;48;228;0;228;25;74540
2023;2;3;26;228;0;228;25;109000
2023;2;3;26;228;0;228;25;79000
2022;3;3;68;72;50;72;100;84053
2023;2;3;68;7;0;7;5;50000
2023;3;3;48;228;100;228;25;275300
2023;3;3;48;228;100;228;25;183500
2023;3;3;48;228;100;228;25;275300
2023;3;3;48;228;100;228;25;183500
2023;3;3;26;228;100;228;25;160000
2023;3;3;26;228;100;228;25;125600
2023;3;3;34;228;0;228;25;170000
2023;3;3;34;228;0;228;25;120000
2023;3;3;34;228;0;228;25;225000
2023;3;3;34;228;0;228;25;140000
2023;3;3;26;228;0;228;25;141290
2023;3;3;26;228;0;228;25;74178
2023;3;3;48;228;0;228;25;150000
2023;3;3;48;228;0;228;25;120000
2023;3;3;34;228;100;228;25;85000
2023;3;3;34;228;100;228;25;75000
2023;3;3;34;228;0;228;25;220000
2023;3;3;34;228;0;228;25;160000
2023;3;3;34;228;100;228;25;205600
2023;3;3;34;228;100;228;25;107500
2023;2;3;34;228;0;228;25;120000
2023;2;3;34;228;0;228;25;95000
2023;3;3;34;228;0;228;25;185900
2023;3;3;34;228;0;228;25;129300
2023;3;3;34;228;100;228;25;160000
2023;3;3;34;228;100;228;25;130000
2023;1;3;48;103;50;103;5;12888
2023;2;3;34;228;0;228;25;250000
2023;2;3;34;228;0;228;25;175000
2023;3;3;48;228;100;228;25;136000
2023;3;3;48;228;100;228;25;104000
2023;2;3;26;228;0;228;25;80000
2023;2;3;26;228;0;228;25;52500
2023;3;3;48;228;100;228;25;110000
2023;3;3;48;228;100;228;25;84000
2023;3;3;12;228;0;228;25;125000
2023;3;3;12;228;0;228;25;110000
2023;2;3;26;228;0;228;25;90000
2023;2;3;26;228;0;228;25;80000
2023;3;3;78;228;0;228;25;200000
2023;3;3;78;228;0;228;25;135000
2022;1;3;18;228;50;228;100;48000
2023;1;3;2;17;50;17;5;120000
2023;3;3;34;228;0;228;25;130000
2023;3;3;34;228;0;228;25;75000
2023;3;3;34;228;0;228;25;252000
2023;3;3;34;228;0;228;25;129000
2023;2;3;26;228;0;228;25;150000
2023;2;3;26;228;0;228;25;100000
2023;3;3;34;228;0;228;25;226700
2023;3;3;34;228;0;228;25;133300
2023;3;3;48;228;0;228;25;190000
2023;3;3;48;228;0;228;25;165000
2023;3;3;34;228;100;228;25;170000
2023;3;3;34;228;100;228;25;150000
2023;2;3;34;228;0;228;25;150000
2023;2;3;34;228;0;228;25;130000
2023;3;3;48;228;0;228;25;225000
2023;3;3;48;228;0;228;25;156400
2023;3;3;24;228;100;228;5;200000
2023;2;3;6;113;100;113;5;80000
2023;1;3;18;86;50;86;100;12877
2022;1;3;2;141;0;141;5;6304
2023;2;3;29;103;50;195;25;17509
2023;3;3;48;228;0;228;25;257000
2023;3;3;48;228;0;228;25;134000
2023;3;3;48;133;0;133;25;77262
2023;3;3;48;133;0;133;25;38631
2023;3;3;34;228;0;228;100;205600
2023;3;3;34;228;0;228;100;105700
2023;3;3;15;228;100;228;25;140000
2023;3;3;15;228;100;228;25;110000
2023;3;3;46;228;0;228;25;299500
2023;3;3;46;228;0;228;25;245100
2023;3;3;91;228;0;228;25;210000
2023;3;3;91;228;0;228;25;151800
2023;2;3;48;186;50;186;100;53654
2023;3;3;26;65;0;65;25;51508
2023;3;3;26;65;0;65;25;40777
2023;3;3;26;65;0;65;25;51508
2023;3;3;26;65;0;65;25;40777
2023;1;3;34;228;0;228;25;160000
2023;1;3;34;228;0;228;25;135000
2023;2;3;34;228;100;228;25;120000
2023;2;3;34;228;100;228;25;95000
2023;3;3;34;228;100;228;25;250000
2023;3;3;34;228;100;228;25;63000
2023;3;3;48;228;100;228;25;237000
2023;3;3;48;228;100;228;25;145000
2023;3;3;48;228;100;228;25;130000
2023;3;3;48;228;100;228;25;90000
2023;2;3;26;228;100;228;25;120000
2023;2;3;26;228;100;228;25;100000
2023;3;3;32;228;0;228;25;174500
2023;3;3;32;228;0;228;25;113000
2023;2;3;48;228;0;228;25;183310
2023;2;3;48;228;0;228;25;183310
2023;3;3;26;228;100;228;25;145000
2023;3;3;26;228;100;228;25;102500
2023;3;3;48;228;0;228;25;210000
2023;3;3;48;228;0;228;25;185000
2023;3;3;32;228;0;228;25;174500
2023;3;3;32;228;0;228;25;113000
2023;3;3;43;228;0;228;25;122000
2023;3;3;43;228;0;228;25;94000
2023;3;3;48;228;0;228;25;220000
2023;3;3;48;228;0;228;25;146000
2023;3;3;34;228;0;228;25;300000
2023;3;3;34;228;0;228;25;130000
2023;2;3;48;223;50;223;100;24740
2022;2;3;24;103;100;103;25;15897
2023;3;3;43;228;0;228;25;145000
2023;3;3;43;228;0;228;25;128000
2023;3;3;48;228;0;228;25;182000
2023;3;3;48;228;0;228;25;140000
2023;3;3;34;228;0;228;25;122000
2023;3;3;34;228;0;228;25;94000
2023;3;3;68;133;0;133;25;77262
2023;3;3;68;133;0;133;25;38631
2023;1;3;48;228;0;228;25;300000
2023;1;3;48;228;0;228;25;200000
2023;2;3;26;228;0;228;25;135000
2023;2;3;26;228;0;228;25;105500
2023;3;3;34;228;0;228;25;252000
2023;3;3;34;228;0;228;25;129000
2022;2;3;48;228;100;228;100;110000
2023;3;3;48;228;100;228;25;136000
2023;3;3;48;228;100;228;25;104000
2023;3;3;48;228;100;228;25;168000
2023;3;3;48;228;100;228;25;130000
2023;2;3;26;74;0;74;25;78990
2023;2;3;26;74;0;74;25;43809
2023;2;3;34;228;0;228;25;120000
2023;2;3;34;228;0;228;25;95000
2023;3;3;48;228;0;228;25;153400
2023;3;3;48;228;0;228;25;122700
2023;3;3;48;228;0;228;25;185000
2023;3;3;48;228;0;228;25;160000
2023;3;3;48;228;100;228;25;205000
2023;3;3;48;228;100;228;25;185000
2023;3;3;68;228;0;228;25;204500
2023;3;3;68;228;0;228;25;142200
2023;2;3;68;228;0;228;25;145000
2023;2;3;68;228;0;228;25;87000
2023;1;3;48;103;100;228;25;50000
2023;3;3;78;228;100;228;25;234100
2023;3;3;78;228;100;228;25;203500
2023;3;3;48;228;0;228;25;223800
2023;3;3;48;228;0;228;25;172100
2023;3;3;48;228;0;228;25;180000
2023;3;3;48;228;0;228;25;150000
2023;3;3;34;228;100;228;25;232200
2023;3;3;34;228;100;228;25;167200
2023;3;3;15;228;0;228;25;197000
2023;3;3;15;228;0;228;25;106000
2023;3;3;91;228;0;228;25;180000
2023;3;3;91;228;0;228;25;145000
2023;3;3;36;228;0;228;25;225000
2023;3;3;36;228;0;228;25;200000
2023;3;3;34;228;100;228;25;170000
2023;3;3;34;228;100;228;25;114000
2023;3;3;34;228;0;228;25;291500
2023;3;3;34;228;0;228;25;180000
2023;1;3;34;228;0;228;25;196200
2023;1;3;34;228;0;228;25;150900
2023;3;3;48;228;0;228;25;168400
2023;3;3;48;228;0;228;25;105200
2023;2;3;34;65;100;65;25;95000
2023;2;3;34;65;100;65;25;80000
2023;2;3;26;228;0;228;25;116000
2023;2;3;26;228;0;228;25;72000
2023;3;3;5;228;0;228;25;207000
2023;3;3;5;228;0;228;25;167000
2023;3;3;68;228;0;228;25;145000
2023;3;3;68;228;0;228;25;135000
2023;2;3;34;228;0;228;25;105000
2023;2;3;34;228;0;228;25;70000
2023;3;3;32;228;100;228;25;180000
2023;3;3;32;228;100;228;25;115000
2023;3;3;34;228;100;228;25;133800
2023;3;3;34;228;100;228;25;96100
2023;2;3;26;228;0;228;25;120000
2023;2;3;26;228;0;228;25;80000
2023;3;3;44;228;0;228;25;140000
2023;3;3;44;228;0;228;25;100000
2023;3;3;91;228;0;228;25;150000
2023;3;3;91;228;0;228;25;120000
2023;3;3;22;228;100;228;25;140000
2023;3;3;22;228;100;228;25;115000
2023;3;3;46;228;100;228;25;297300
2023;3;3;46;228;100;228;25;198200
2023;3;3;48;228;100;228;25;297300
2023;3;3;48;228;100;228;25;198200
2023;3;3;34;228;100;228;25;202000
2023;3;3;34;228;100;228;25;135000
2023;3;3;48;228;100;228;25;110000
2023;3;3;48;228;100;228;25;84000
2023;2;3;68;228;50;228;100;219000
2023;3;3;9;228;100;228;25;230000
2023;3;3;9;228;100;228;25;196000
2023;3;3;15;228;100;228;25;140000
2023;3;3;15;228;100;228;25;110000
2023;2;3;26;228;0;228;25;150000
2023;2;3;26;228;0;228;25;100000
2023;3;3;34;228;0;228;25;160000
2023;3;3;34;228;0;228;25;110000
2023;3;3;48;228;0;228;25;185900
2023;3;3;48;228;0;228;25;129300
2023;3;3;9;228;0;228;100;126100
2023;3;3;9;228;0;228;100;72000
2023;3;3;34;228;100;228;25;170000
2023;3;3;34;228;100;228;25;150000
2023;2;3;68;228;100;228;25;175000
2023;2;3;68;228;100;228;25;140000
2023;3;3;26;228;0;228;25;240500
2023;3;3;26;228;0;228;25;137500
2023;2;3;48;228;0;228;25;187500
2023;2;3;48;228;0;228;25;165000
2023;2;3;71;74;0;74;100;72914
2022;1;4;26;65;100;228;100;25216
2023;3;3;91;228;0;228;25;210000
2023;3;3;91;228;0;228;25;165750
2023;3;3;73;228;100;228;25;225000
2023;3;3;73;228;100;228;25;165750
2023;2;3;68;74;0;74;25;109006
2023;2;3;68;74;0;74;25;67141
2023;3;3;48;228;100;228;25;135000
2023;3;3;48;228;100;228;25;115000
2023;3;3;80;228;0;228;25;275000
2023;3;3;80;228;0;228;25;175000
2023;3;3;48;228;100;228;25;170000
2023;3;3;48;228;100;228;25;140000
2023;3;3;34;228;0;228;25;175308
2023;3;3;34;228;0;228;25;100706
2023;3;3;80;228;0;228;25;235000
2023;3;3;80;228;0;228;25;135000
2023;3;3;34;228;0;228;25;310000
2023;3;3;34;228;0;228;25;229000
2023;3;3;78;228;0;228;25;289076
2023;3;3;78;228;0;228;25;202353
2023;3;3;34;181;0;181;25;69751
2023;3;3;34;181;0;181;25;37558
2023;2;3;90;228;100;228;25;120000
2023;2;3;90;228;100;228;25;100000
2023;3;3;34;228;0;228;25;226700
2023;3;3;34;228;0;228;25;133300
2023;3;3;26;228;0;228;25;125000
2023;3;3;26;228;0;228;25;85000
2023;3;3;26;228;100;228;25;130000
2023;3;3;26;228;100;228;25;80000
2023;2;3;34;228;0;228;25;120000
2023;2;3;34;228;0;228;25;100000
2021;3;3;48;103;100;103;100;54094
2022;2;3;18;103;50;103;100;18314
2023;3;3;34;228;100;228;25;231250
2023;3;3;34;228;100;228;25;138750
2023;3;3;34;228;0;228;25;199000
2023;3;3;34;228;0;228;25;162000
2023;1;3;34;228;0;228;25;160000
2023;1;3;34;228;0;228;25;135000
2022;1;3;48;228;100;228;25;100000
2023;3;3;91;228;0;228;25;200000
2023;3;3;91;228;0;228;25;150000
2023;1;3;90;228;0;228;25;160000
2023;1;3;90;228;0;228;25;120000
2023;3;3;91;228;0;228;25;250000
2023;3;3;91;228;0;228;25;200000
2023;1;3;52;228;0;228;25;150000
2023;1;3;52;228;0;228;25;120000
2023;3;3;90;228;0;228;25;150000
2023;3;3;90;228;0;228;25;100000
2022;3;3;30;163;0;163;100;133000
2023;3;3;48;228;0;228;25;272550
2023;3;3;48;228;0;228;25;198200
2023;3;3;48;228;0;228;25;182000
2023;3;3;48;228;0;228;25;140000
2023;3;3;34;228;0;228;25;200000
2023;3;3;34;228;0;228;25;160000
2023;3;3;68;228;0;228;25;204500
2023;3;3;68;228;0;228;25;142200
2023;2;3;48;228;0;228;25;120000
2023;2;3;48;228;0;228;25;105000
2023;3;3;34;228;100;228;25;187500
2023;3;3;34;228;100;228;25;175000
2023;3;3;68;228;0;228;25;204500
2023;3;3;68;228;0;228;25;142200
2023;3;3;26;228;100;228;25;155000
2023;3;3;26;228;100;228;25;64000
2023;3;3;24;228;0;228;25;235000
2023;3;3;24;228;0;228;25;185000
2023;3;3;32;228;0;228;25;174500
2023;3;3;32;228;0;228;25;113000
2023;3;3;48;36;0;36;25;143100
2023;3;3;48;36;0;36;25;113000
2023;3;3;9;228;100;228;25;184000
2023;3;3;9;228;100;228;25;142000
2023;3;3;48;228;0;228;25;140000
2023;3;3;48;228;0;228;25;120000
2023;3;3;32;228;0;228;25;174500
2023;3;3;32;228;0;228;25;113000
2023;3;3;48;228;0;228;25;180560
2023;3;3;48;228;0;228;25;115440
2023;3;3;48;228;0;228;25;140000
2023;3;3;48;228;0;228;25;120000
2023;3;3;91;228;0;228;25;248100
2023;3;3;91;228;0;228;25;145900
2023;3;3;48;36;0;36;25;120000
2023;3;3;48;36;0;36;25;110000
2023;3;3;34;228;0;228;25;291500
2023;3;3;34;228;0;228;25;180000
2023;2;3;68;74;100;74;25;75344
2023;2;3;68;74;100;74;25;63192
2023;3;3;34;228;0;228;25;161800
2023;3;3;34;228;0;228;25;141600
2023;2;3;68;74;100;74;25;58331
2023;2;3;68;74;100;74;25;46178
2023;3;3;34;228;100;228;25;166000
2023;3;3;34;228;100;228;25;128000
2023;3;3;32;228;100;228;25;170000
2023;3;3;32;228;100;228;25;110000
2023;3;3;34;228;100;228;25;160000
2023;3;3;34;228;100;228;25;75000
2023;3;3;34;228;100;228;25;236000
2023;3;3;34;228;100;228;25;182000
2022;2;3;26;103;100;103;100;14307
2022;1;3;48;228;0;228;25;130000
2023;2;3;26;228;0;228;25;150000
2023;2;3;26;228;0;228;25;100000
2023;3;3;68;228;0;228;100;261500
2023;3;3;68;228;0;228;100;134500
2022;2;3;48;103;100;103;100;13989
2023;2;3;48;228;0;228;25;130000
2023;2;3;48;228;0;228;25;90000
2023;1;3;34;228;0;228;25;160000
2023;1;3;34;228;0;228;25;135000
2022;3;3;75;228;100;228;100;125000
2022;3;3;34;228;0;228;25;175000
2022;3;3;34;228;0;228;25;155000
2022;3;3;34;228;0;228;25;153600
2022;3;3;34;228;0;228;25;106800
2022;3;3;48;228;0;228;25;150000
2022;3;3;48;228;0;228;25;140000
2022;3;3;43;228;0;228;25;122000
2022;3;3;43;228;0;228;25;94500
2022;3;3;34;228;0;228;25;170000
2022;3;3;34;228;0;228;25;130000
2022;3;3;43;228;0;228;25;145000
2022;3;3;43;228;0;228;25;128000
2022;3;3;34;228;0;228;25;145000
2022;3;3;34;228;0;228;25;100000
2022;3;3;34;228;0;228;25;175000
2022;3;3;34;228;0;228;25;120000
2022;3;3;34;228;0;228;25;145000
2022;3;3;34;228;0;228;25;115000
2022;3;3;8;228;100;228;25;150000
2022;2;3;26;228;0;228;25;150000
2022;2;3;26;228;0;228;25;100000
2022;2;3;48;228;100;228;25;150000
2022;2;3;48;228;100;228;25;127500
2022;3;3;48;228;100;228;25;126500
2022;3;3;48;228;100;228;25;51000
2022;2;3;34;228;0;228;25;260000
2022;2;3;34;228;0;228;25;175000
2022;1;3;6;14;100;175;25;40000
2022;1;3;3;175;100;14;25;40000
2022;3;3;34;228;100;228;25;250000
2022;3;3;34;228;100;228;25;63000
2022;3;3;68;228;100;228;25;210000
2022;3;3;68;228;100;228;25;160000
2022;3;3;48;228;100;228;25;272550
2022;3;3;48;228;100;228;25;198200
2022;2;3;48;72;100;72;25;94560
2022;2;3;48;72;100;72;25;52533
2022;3;3;48;228;0;228;25;220000
2022;3;3;48;228;0;228;25;146000
2022;2;3;26;228;0;228;25;150000
2022;2;3;26;228;0;228;25;100000
2022;3;3;74;36;100;36;25;248400
2022;3;3;74;36;100;36;25;183600
2022;2;3;34;228;100;228;25;150000
2022;2;3;34;228;100;228;25;150000
2022;1;3;67;175;100;14;25;40000
2022;3;3;65;103;0;103;100;56723
2022;2;3;34;228;0;228;25;120000
2022;2;3;34;228;0;228;25;95000
2022;1;3;34;228;0;228;25;160000
2022;1;3;34;228;0;228;25;135000
2022;1;3;43;108;50;108;25;24165
2022;3;3;34;228;100;228;25;216000
2022;3;3;34;228;100;228;25;144000
2022;1;3;34;228;0;228;25;85000
2022;1;3;34;228;0;228;25;65000
2022;3;3;26;228;100;228;25;149000
2022;3;3;26;228;100;228;25;119000
2022;3;3;48;228;0;228;25;140000
2022;3;3;48;228;0;228;25;120000
2022;2;3;48;228;0;228;25;150000
2022;2;3;48;228;0;228;25;110000
2022;3;3;68;228;100;228;25;246000
2022;3;3;68;228;100;228;25;201000
2022;3;3;48;228;0;228;25;190000
2022;3;3;48;228;0;228;25;155000
2022;3;3;78;228;100;228;25;235000
2022;3;3;78;228;100;228;25;185000
2022;3;3;22;228;100;228;25;190000
2022;3;3;22;228;100;228;25;160000
2022;1;3;88;228;100;228;25;100000
2022;2;3;34;228;0;228;25;130000
2022;2;3;34;228;0;228;25;115000
2022;2;3;48;74;0;74;25;92350
2022;2;3;48;74;0;74;25;67723
2022;2;3;34;228;0;228;25;105000
2022;2;3;34;228;0;228;25;70000
2022;3;3;68;228;0;228;25;204500
2022;3;3;68;228;0;228;25;142200
2022;3;3;68;228;100;228;25;192000
2022;3;3;68;228;100;228;25;164000
2022;3;3;34;228;0;228;25;185900
2022;3;3;34;228;0;228;25;129300
2022;3;3;34;228;0;228;25;130000
2022;3;3;34;228;0;228;25;75000
2022;3;3;46;228;0;228;25;175000
2022;3;3;46;228;0;228;25;120000
2022;3;3;34;228;0;228;25;167500
2022;3;3;34;228;0;228;25;106500
2022;2;3;26;228;100;228;25;75000
2022;2;3;26;228;100;228;25;60000
2022;3;3;9;228;100;228;25;184000
2022;3;3;9;228;100;228;25;142000
2022;2;3;48;228;0;228;25;145000
2022;2;3;48;228;0;228;25;100000
2022;1;3;74;135;50;135;5;10000
2022;2;3;48;103;100;228;25;31795
2022;2;3;80;176;100;176;5;44365
2022;3;3;34;228;0;228;25;175000
2022;3;3;34;228;0;228;25;120000
2022;3;3;34;228;0;228;25;175000
2022;3;3;34;228;0;228;25;120000
2022;1;3;34;228;0;228;25;200000
2022;1;3;34;228;0;228;25;145000
2022;2;3;34;74;100;74;25;92350
2022;2;3;34;74;100;74;25;73880
2022;3;3;34;228;0;228;25;145000
2022;3;3;34;228;0;228;25;100000
2022;3;3;9;228;100;228;25;192000
2022;3;3;9;228;100;228;25;164000
2022;1;3;34;228;100;228;25;310000
2022;1;3;34;228;100;228;25;239000
2022;3;3;26;228;0;228;25;120000
2022;3;3;26;228;0;228;25;95000
2022;3;3;68;228;0;228;25;145000
2022;3;3;68;228;0;228;25;135000
2022;3;3;34;228;0;228;25;100000
2022;3;3;34;228;0;228;25;78000
2022;3;3;34;65;0;65;25;73546
2022;3;3;34;65;0;65;25;36773
2022;2;3;34;228;100;228;25;160000
2022;2;3;34;228;100;228;25;120000
2022;3;3;48;228;0;228;25;190000
2022;3;3;48;228;0;228;25;150000
2022;2;3;34;103;50;103;100;35610
2022;3;3;4;47;100;47;100;125000
2022;3;3;34;228;0;228;25;120000
2022;3;3;34;228;0;228;25;95000
2022;2;3;26;228;0;228;25;150000
2022;2;3;26;228;0;228;25;100000
2022;3;3;48;65;0;65;25;47280
2022;3;3;48;65;0;65;25;37824
2022;3;3;26;228;100;228;25;115934
2022;3;3;26;228;100;228;25;81666
2022;3;3;48;228;100;228;25;175000
2022;3;3;48;228;100;228;25;140000
2022;3;3;34;228;0;228;25;120000
2022;3;3;34;228;0;228;25;95000
2022;3;3;90;228;0;228;25;249500
2022;3;3;90;228;0;228;25;149850
2022;2;3;5;228;100;228;25;122500
2022;2;3;5;228;100;228;25;100000
2022;3;3;48;228;0;228;25;249500
2022;3;3;48;228;0;228;25;149850
2022;1;3;26;228;0;228;25;55000
2022;1;3;26;228;0;228;25;48000
2022;3;3;91;228;0;228;25;249500
2022;3;3;91;228;0;228;25;149850
2022;2;3;24;72;100;72;5;58837
2022;3;3;34;228;100;228;25;190000
2022;3;3;34;228;100;228;25;120000
2022;3;3;26;228;100;228;25;127000
2022;3;3;26;228;100;228;25;104000
2022;3;3;48;228;100;228;25;210000
2022;3;3;48;228;100;228;25;150000
2022;3;3;68;228;100;228;25;210000
2022;3;3;68;228;100;228;25;150000
2022;3;3;34;228;100;228;25;210000
2022;3;3;34;228;100;228;25;130000
2022;3;3;48;228;100;228;25;182750
2022;3;3;48;228;100;228;25;161500
2022;2;3;26;228;100;228;25;102640
2022;2;3;26;228;100;228;25;66100
2022;3;3;91;228;100;228;25;210000
2022;3;3;91;228;100;228;25;150000
2022;3;3;34;228;0;228;25;198800
2022;3;3;34;228;0;228;25;122600
2022;2;3;34;228;100;228;25;130000
2022;2;3;34;228;100;228;25;80000
2022;3;3;48;228;100;228;25;136000
2022;3;3;48;228;100;228;25;104000
2022;3;3;26;228;100;228;25;150000
2022;3;3;26;228;100;228;25;100000
2022;1;3;34;228;0;228;25;160000
2022;1;3;34;228;0;228;25;135000
2022;3;3;34;228;100;228;25;216000
2022;3;3;34;228;100;228;25;144000
2022;1;3;48;228;100;228;25;159000
2022;1;3;48;228;100;228;25;130000
2022;3;3;26;228;100;228;25;115934
2022;3;3;26;228;100;228;25;81666
2022;3;3;34;228;100;228;25;215000
2022;3;3;34;228;100;228;25;150000
2022;3;3;68;228;100;228;25;246000
2022;3;3;68;228;100;228;25;201000
2022;2;3;34;228;100;228;25;187000
2022;2;3;34;228;100;228;25;153000
2022;3;3;68;154;100;154;25;255000
2022;3;3;68;154;100;154;25;185000
2022;2;3;26;74;0;74;25;430967
2022;2;3;26;74;0;74;25;55410
2022;3;3;26;65;0;65;25;50432
2022;3;3;26;65;0;65;25;39925
2022;3;3;26;228;0;228;25;169000
2022;3;3;26;228;0;228;25;110600
2022;1;3;13;54;0;54;100;60938
2022;3;3;15;228;100;228;25;140000
2022;3;3;15;228;100;228;25;120000
2022;2;3;26;228;100;228;25;75000
2022;2;3;26;228;100;228;25;60000
2022;3;3;1;36;50;6;5;10000
2022;1;3;26;228;50;228;100;50000
2022;2;3;79;228;100;228;25;134000
2022;2;3;79;228;100;228;25;124000
2022;3;3;26;228;0;228;25;166700
2022;3;3;26;228;0;228;25;119000
2022;1;3;48;228;0;228;25;124234
2022;1;3;48;228;0;228;25;74540
2022;2;3;26;228;100;228;25;100000
2022;2;3;26;228;100;228;25;65000
2021;2;3;26;103;50;103;100;16904
2022;1;3;4;36;50;36;100;200000
2022;1;3;68;11;100;11;100;12000
2022;3;3;34;228;100;228;25;220000
2022;3;3;34;228;100;228;25;146000
2022;3;3;34;65;0;65;25;68293
2022;3;3;34;65;0;65;25;36773
2022;3;3;50;228;0;228;25;110000
2022;3;3;50;228;0;228;25;70000
2022;1;3;26;228;50;228;100;50000
2022;3;3;34;228;0;228;25;120000
2022;3;3;34;228;0;228;25;95000
2022;2;3;26;228;0;228;25;150000
2022;2;3;26;228;0;228;25;100000
2022;3;3;48;65;0;65;25;47280
2022;3;3;48;65;0;65;25;37824
2022;3;3;32;228;100;228;25;190000
2022;3;3;32;228;100;228;25;135000
2022;3;3;48;228;0;228;25;128000
2022;3;3;48;228;0;228;25;81500
2022;3;3;48;228;100;228;25;173000
2022;3;3;48;228;100;228;25;110000
2022;3;3;68;228;0;228;25;192000
2022;3;3;68;228;0;228;25;120000
2022;3;3;26;228;100;228;25;115934
2022;3;3;26;228;100;228;25;81666
2022;3;3;26;228;0;228;25;120000
2022;3;3;26;228;0;228;25;95000
2022;3;3;87;228;100;228;100;190000
2022;3;3;34;228;100;228;25;194000
2022;3;3;34;228;100;228;25;129400
2022;3;3;26;228;100;228;25;201000
2022;3;3;26;228;100;228;25;89200
2022;3;3;48;228;0;228;25;165000
2022;3;3;48;228;0;228;25;125000
2022;3;3;9;228;100;228;25;230000
2022;3;3;9;228;100;228;25;196000
2022;2;3;68;228;0;228;25;130000
2022;2;3;68;228;0;228;25;90000
2022;2;3;72;228;100;228;25;150000
2022;2;3;72;228;100;228;25;100000
2022;2;3;68;228;0;228;25;230000
2022;2;3;68;228;0;228;25;150000
2022;3;3;34;228;0;228;25;153600
2022;3;3;34;228;0;228;25;106800
2022;2;3;72;228;100;228;25;130000
2022;2;3;72;228;100;228;25;100000
2022;3;3;34;228;100;228;25;216000
2022;3;3;34;228;100;228;25;144000
2022;2;3;48;228;0;228;25;180000
2022;2;3;48;228;0;228;25;120000
2022;1;3;34;228;0;228;25;160000
2022;1;3;34;228;0;228;25;135000
2022;3;3;26;228;100;228;25;192500
2022;3;3;26;228;100;228;25;140000
2022;3;3;34;228;0;228;25;152500
